text,rating,author,date
"The website indicated the item was in stock, but a couple of days later I received an email saying it was out of stock and that my order had been cancelled. The item was on sale, so I assume that was why it was cancelled instead of being placed on back-order.",1,jp64,7 months ago
I enjoyed my Karcher power washers. This is my third Karcher power washers and I purchased it for my stepson for Christmas.,5,WPMayor,7 months ago
Product came very quickly. It was easier than expected.,5,TJ57,7 months ago
Very easy to navigate website with clear product descriptions.,5,Defrost,7 months ago
Website was easy to navigate. Order was received promptly. Excellent packaging as well. Highly Recommend.,5,RobtHelm,7 months ago
"It was amazing experience with this company! Here really personal approach to each customer. I bought just power adapter for my device, and there were problems with the payment because my bank. So the company manager has done everything to help me! Thanks!",5,Olga,7 months ago
I received my order.  This is the 2nd one that I have purchased,5,kell,7 months ago
"Shopping was pretty easy, but I still have not received product",4,djman,7 months ago
I have not received my order or any explanation why.,1,Hooper,7 months ago
I was wait my purchases one week!! you sent for delivery on the 5th day after the order,2,Vitalii,7 months ago
"My order was delayed due to an out of stock issue. When I called to check the status, the process was easy and smooth, and the representative was quick to find an answer. Post call communication was great as well.",5,AshA,7 months ago
"Website said my order would ship in 1-3 days. After not hearing anything for 5 days, I contacted Karcher. Customer service informed me that my item had not shipped. I asked if they knew when the item would ship. They said they did not. After explaining my expectations from the website 1-3 day shipping timeframe customer service reluctantly told me they would have to check with the warehouse and get back to me. 2 days later still no word on when my item might ship. If you can get your needs met elsewhere, I would recommend you do that. Save yourself the hassle of not knowing when or if you will receive your order from Karcher.",1,Whoknows,7 months ago
I was able to locate the accessories I wanted easily. The payment options available in checkout were helpful and time saving. I will shop here again soon because one of the items I wanted was not in stock at the time of my visit.,4,Morezan,7 months ago
I always like their holiday deals. Great prices and super fast shipping!,5,BaileysDad,7 months ago
"Easy , pleasant , quality ! German quality not only in engineering but all in customer service.",5,Kecskeh,7 months ago
Fast delivery and well pack. This was the second window vacuum I bought.,5,Jo2024,7 months ago
I received my order very quickly.  Good product and good price.,5,Dessie,7 months ago
I GET THING TO REVIEW IT BUT DON'T HAVE IT YET ???,1,MARK S,7 months ago
Excellent customer service Jennifer Bradford solved the issues with my shipment in a really profesional and courteousness manners,5,Anonymous,7 months ago
I used to have a Dyson but it was heavy and did  work great. I compared this to that and there are a number things I prefer the Kärcher over the other. The 3 speed options are great. Allows me to decide clean vs length of time I can operate   The run times are dead on. It works well on carpet and wood floor. Really like it especially for the price. I also bought an Emerson version at Costco and returned it after about 2 days. It was junk. Price to performance ratio is very nice on this unit.,5,Really impressed,7 months ago
It is difficult to track the order after the purchase. It is necessary to call customer service to get the status.,3,Stone_Tx,7 months ago
"Karcher-us website is easy to navigate and purchase went smoothly. I admit I was a bit unsure with shipping email, as it looked like an invoice from another company. Upon closer examination I noticed the shipping date & info. Would suggest a statement such as “Your Karcher purchase has shipped” in bold or placed predominantly in the email would make it crystal clear. Delivered promptly and in excellent condition.",5,Bplatham,7 months ago
Have used this method before. Great as usual. Look forward to the next sale.,5,Ron M,7 months ago
Great updates on special offers ! Great Deals !!! Expedient shipping!,5,LOUGTO,7 months ago
No communication on my order other than the order has been placed. Received part of my order with no shipping email. No easy way to check on order status or shipping. Hopefully the product arrives someday and works better than the communications from this company.,1,Jeff,7 months ago
It appears as if somebody dropped my car wash out of an airplane. It’s pretty well crushed and leaking. Do you know will be nice send me another one that would be really nice. It leaked everywhere. I love this company but y’all can do better please!,1,Allen,7 months ago
"I have yet to receive my product. I ordered it on 11/18 and as of 11/26 I have not gotten the product. You stated at the time of purchase, I’d receive it in 3 days.",1,Belay,7 months ago
"Quick shipping , great price.with early black Friday discount",5,papagreg,7 months ago
"I find great products, that help me a lot, at Karcher!!! Also, shipping is fast and accurate!!!",5,JeJe,7 months ago
"Easy to buy, fast delivery and a good looking product. The first time I used it I got stripes allover the floor. It takes some practice to prefectionism.",4,Olli,7 months ago
Great shopping experience.  I was able to find a cordless stick vacuum at a fraction of the price of other brands.  Shipping was extremely fast!,5,DaveB,7 months ago
My order arrived in good condition and in good time.,5,Heino,7 months ago
Got as a gift and it did a fantastic job!Much better than a swiffer.  Pads clean great in washing machine as well,5,Snowsnake,7 months ago
I love my VC 4s vacuum.  So light and easy to set up and use.,5,Tbone,7 months ago
good  website to shop and buy household cleaning products,5,run cricket,7 months ago
